,All,ID,Testing Type,Year,Test No,Asker,Section,Customer,Engine,Emission,SAP No,PEP Phase,Ratio,Cylinder,Duty,System Pressure,Injector  Type,Flow Rate,Needle Lift,Injector PN,Nozzle PN,Rail Type,Volume,PRT,RIT,"w/ PLV 
or PCV",Rail_PN,SN,Pump Type,Pump PN,SN2,HPP P2R,HPP R2I,ECU Type,TB Dataset,Tester,TB,EMI,Start Date,Finish Date,Actual Effort,Mounting,Testing,Idle,Downtime,Description,Remarks,Pressure sensor,Flowmeter,HDA ,EVI,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249
362,,363.0,Rail pressure calibration,2010,2010/097,Yang xiaohong,ESD5,FAWDE ,6DLD,CN4/EU4,30-101613,WORK,4/3,6,MD,1800.0,CRIN3-18,600,0.25,0445 B29 442,B433 207 229-00,HFR,27,1.2,1.2,,B445 226 696,041845,CP3.3N-18/3,0445 020 045,03046,776.4x8x4,312.5x8x4,EDC17CV-5.04,P731 ENHANCED_D6,Yang Yue,H1903,EMI2-1803,2010-12-21 00:00:00,2010-12-28 00:00:00,40,9,31,0,0,preparation for vehicle calibration and application,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,,364.0,Rail pressure investigation,2010,2010/098,Lin Chao,ESD4,Yunnei ,YN33CR,CN4/EU4,30-104379,WORK,1/2,4,LD,1600.0,CRI2-16,,,,,HFR,15,no,no,,0 445 214 208,000518,CB18 (lift:9mm),,,438.5x6.35x3.0,211.6x6.35x3.0,EDC17CV44_5.03,P722V730,Zhou Bin,H1906,EMI2-2114,2010-12-20 00:00:00,2010-12-28 00:00:00,56,5.5,34.5,0,16,troubleshooting for rail pressure oscillation,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,,365.0,ET-MAP,2010,2010/044,Zhang Helen,COS,DCD ,4D47-EGR,CN4/EU4,30-103699,RESV,1/1,4,MD,1600.0,CRI2-16,525,0.85,0 445 110 333,B 433 206 85200,HFR,15,no,0.85,,B 445 514 009,029505,CP1H-16/3,0 445 010 159,00001,357x6.35x3.0,328x6.35x3.0,EDC17CV44-5.04,P722V700-EGR,Chen Ying,H1903,,2010-06-30 00:00:00,2010-07-14 00:00:00,87.5,8.5,74,0,5,B-sample; nozzle definition/first firing,,, - ,HDA-0065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,,366.0,ET-MAP,2014,2014/018,Xu Tian,COS,Qingling ,4KH1,CN4/EU4,30-105895-05-02,WORK, 0.5,4,LD,1600.0,CRI1-16,B433209979/400cm3/30s@100bar,0.85,0445B76831_00,B433209979,HFR,17.36,no,no,,B445514430,001215,CB18-16,0445025016,080756,253.8x6.35x3.0,222.7x6.35x3.0,EDC17C04,P723V415,Li Guoning,H1901,,2014-03-11 00:00:00,2014-03-11 00:00:00,3.5,-1.5,5,0,0,B-sample; nozzle definition/first firing,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,,367.0,ET-MAP,2013,2013/087,Zhang Yinyuan,COS,ISUZU ,JE493,CN4/EU4,30-107151-07-03,Work, 0.5,4,LD,1600.0,CRI1-16,B433209734/377cm3/30s@100bar,0.85,B445112514_00,B433209734,HFR,17.36,no,no,,0 445 214 209,SN000215,CB18-16/2,0 445 025 016,SN080756,254x6.35x3.0,268x6.35x3.0,EDC17C04_6.90,P_723_V41,Qiang Min,H1907,EMI2-2115,2013-09-23 00:00:00,2013-09-25 00:00:00,20,11,9,0,0,C-sample; engine/vehicle calibration,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,,368.0,ET-MAP,2010,2010/044,Zhang Helen,COS,DCD ,4D47-EGR,CN4/EU4,30-103699,RESV,1/1,4,MD,1600.0,CRI2-16,485,0.85,0 445 110 333,B 433 206 84800,HFR,15,no,0.85,,B 445 514 009,029505,CP1H-16/3,0 445 010 159,00001,357x6.35x3.0,328x6.35x3.0,EDC17CV44-5.04,P722V700-EGR,Chen Ying,H1903,,2010-06-30 00:00:00,2010-07-14 00:00:00,87.5,8.5,74,0,5,B-sample; nozzle definition/first firing,,, - ,HDA-0065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,,369.0,ET-MAP,2010,2010/100,Zhang Helen,COS,SDEC ,12l,EU3,30-103838,WORK,1/2,6,HD,1600.0,CRIN2-16-BL,1118,0.3,0 445 B294 1800,B433 206 484-00,HFR,44,1.1,1.1,,,,CPN2-16/2-BL+,,,498x8x4,300x8x4,EDC17CV44_5.04,P722V731,Li yongchun/Zhou Bin,H1903,EMI2-1803,2010-12-29 00:00:00,2010-12-30 00:00:00,15,10.5,4.5,0,0,B-sample; nozzle definition/first firing,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,,370.0,Function calibration,2010,2010/102,Zhang jianming,EPD,SAIC ,1.9l,CN5/EU5/EU5,30-103656,WORK,,4,PC,,CRI2-18,,0.0,B168511_01,,,0,,,,,,,,,,,,,Zhou Bin,H1906,,2010-12-29 00:00:00,2010-12-29 00:00:00,8,2,6,0,0,system troubleshooting for injector failure,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,,371.0,ET-MAP,2008,2008/005,Qu wenhui,EPD2,JAC,1.9l,CN4/EU4,30-101048,,2/3,4,LD,1600.0,CRI2-16,325,0.85,B118 226_01,B433 203 375,LWR,14,,,,,,CP1H-16/3,B445 010 898_04,00116,360x6.35x3.0,180x6.35x3.0,EDC16C39,C452_V50,Schwarz Wenzel,H1906,,2008.01.23,2008.01.31,25,7,18,0,0,C-sample; engine/vehicle application,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,,372.0,ET-MAP,2011,2011/001,Zhang Helen,COS,DCEC ,QSD6.7,CN4/EU4,30-105279,RESV,4/3,6,HD,1450.0,CRIN2-16,B 433 207 491/500cm^3/30s@100bar         B 433 207 492/500cm^3/30s@100bar,0.25,0445B29 436-00,B 433 207 491,HFR,26,no,0.85,,,,CP3.3NH,,,840x8x4,275x8x4,EDC7UC31-13.B0,P525V40,Li yongchun,H1901,EMI2-1815,2011-01-04 00:00:00,2011-01-06 00:00:00,23,11.5,11.5,0,0,B-sample; nozzle definition/first firing,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,,373.0,ET-MAP,2011,2011/002,Zhang Helen,COS,DCD ,6D78,EU3,30-101356,WORK,4/3,6,MD,1600.0,CRIN2-16,520,0.25,0445 B29 441-00,B433 207 448-00,LWR,27,no,1.1,,O 445 226 064,000569,CP3.3,0 445 020 065,00137,558x8x4,372x8x4,EDC7UC31_13.B1,P525V40,Yang Yue,H1906,EMI2-1813,2011-01-05 00:00:00,2011-01-10 00:00:00,29,9,20,0,0,B-sample; nozzle definition/first firing,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,,374.0,ET-MAP,2011,2011/002,Zhang Helen,COS,DCD ,6D78,EU3,30-101356,WORK,4/3,6,MD,1600.0,CRIN2-16,500,0.25,0445 B29 440-00,B433 207 447-00,LWR,27,no,1.1,,O 445 226 064,000569,CP3.3,0 445 020 065,00137,558x8x4,372x8x4,EDC7UC31_13.B1,P525V40,Yang Yue,H1906,EMI2-1813,2011-01-05 00:00:00,2011-01-10 00:00:00,29,9,20,0,0,B-sample; nozzle definition/first firing,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,,375.0,ET-MAP,2011,2011/003,Zhang Helen,COS,Yuchai ,6JA,Tier-3,30-103132,WISH,4/3,6,MD,1600.0,CRIN2-16,500,0.3,O 445 B29 457-00,B433207530,LWR,26.5,1.1,1.1,,O 445 226 064,000540,CP3.3,0 445 020 065,01351,420x8x3.6,320x8x3.6,EDC7UC31_13.40,P525V40,Bian xiaoting,H1902,EMI2-1816,2011-01-04 00:00:00,2011-01-08 00:00:00,32,12,20,0,0,B-sample; nozzle definition/first firing,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,,376.0,ET-MAP,2011,2011/003,Zhang Helen,COS,Yuchai ,6JA,Tier-3,30-103132,WISH,4/3,6,MD,1600.0,CRIN2-16,500,0.3,O 445 B29 449-00,B433207525,LWR,26.5,1.1,1.1,,O 445 226 064,000540,CP3.3,0 445 020 065,01351,420x8x3.6,320x8x3.6,EDC7UC31_13.40,P525V40,Bian xiaoting,H1902,EMI2-1816,2011-01-04 00:00:00,2011-01-08 00:00:00,32,12,20,0,0,B-sample; nozzle definition/first firing,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,,377.0,ET-MAP,2011,2011/003,Zhang Helen,COS,Yuchai ,6JA,Tier-3,30-103132,WISH,4/3,6,MD,1600.0,CRIN2-16,500,0.3,O 445 B29 450-00,B433207526,LWR,26.5,1.1,1.1,,O 445 226 064,000540,CP3.3,0 445 020 065,01351,420x8x3.6,320x8x3.6,EDC7UC31_13.40,P525V40,Bian xiaoting,H1902,EMI2-1816,2011-01-04 00:00:00,2011-01-08 00:00:00,32,12,20,0,0,B-sample; nozzle definition/first firing,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,,378.0,ET-MAP,2008,2008/005,Qu wenhui,EPD2,JAC,1.9l,CN4/EU4,30-101048,,2/3,4,LD,1600.0,CRI2-16,375,0.85,B118 902_01,B433 203 372,LWR,14,,,,,,CP1H-16/3,B445 010 898_04,00116,360x6.35x3.0,180x6.35x3.0,EDC16C39,C452_V50,Schwarz Wenzel,H1906,,2008.01.23,2008.01.31,25,7,18,0,0,C-sample; engine/vehicle application,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,,379.0,ET-MAP,2011,2011/005,Zhang Helen,COS,Weichai ,WP4,EU3,30-102474,WORK,0.833333333333333,4,MD,1600.0,CRIN2-16,B433206584/450cm^3/30s@100bar,0.25,0445B29311-00,B433206584,HFR,18,no,0.85,,O 445 224 054,000010,CP1H,0 445 010 159,00218,610x6x3,397x8x3.5,EDC7UC31_14.B1,P579V46,Bian xiaoting,H1902,EMI2-1803,2011-01-18 00:00:00,2011-01-19 00:00:00,16,6.5,9.5,0,0,B-sample; nozzle definition/first firing,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,,380.0,Pump investigation,2011,2011/006,Wu Wei,ESD3,SAIC ,1.9l,CN5/EU5/EU5,30-103656,WORK,,4,PC,1800.0,CRI2.5,,,,,HFR,13.5,0.85,0.85,,0 445 214 240,000514,CP1H-18,B 445 011 440_01,,,,EDC17C53-1.70,,Zhou Bin/Chen Ying,H1906,,2011-01-11 00:00:00,2011-01-19 00:00:00,49.5,17.5,32,0,0,troubleshooting for CP1H-18 failure,,"4005BA100F
1729775, 1849264
11156 027"," - 84019430, 84021580",HDA-0065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,,381.0,QWC,2009,2009/055,Xie wenzhi,ESD4,JAC,CRS2.2-1.9l,CN4/EU4,30-101048,,2/3,4,LD,1600.0,CRI2-16,325,0.85,B445 119 659_01,B433 203 374,HFR,15,-,0.85,,B445 514 023,027746,CP1H-16/3,0445 010 159,000003,370x6.0x3.0,180x6.0x3.0,EDC17C04,P723_V41,Zeng Yue,H1902,EMI2-1815,2009.07.29,2009.08.04,38.5,6.5,32,0,0,C-Sample; PiI-MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,,382.0,ET-MAP,2009,2009/089,Yang Xu,COS,JAC,1.9l,CN4/EU4,30-101048,,2/3,4,LD,1600.0,CRI2-16,350,0.85,B445 119 139_01,B433 203 390,HFR,15,-,0.85,,B445 514 009,029503,CP1H-16/3,0445 010 159,00230,370x6.35x3.0,180x6.35x3.0,EDC17C08,P722_V40,Yang Yue,H1901,EMI2-1814,2009.11.23,2009.11.24,15.5,4.5,11,0,0,B-sample; nozzle definition/first firing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,,383.0,ET-MAP,2011,2011/010,Zhang Helen,COS,FAWDE ,CA6DM2,CN4/EU4,30-101642,WORK,1/1,6,HD,1600.0,CRIN2-16,800,0.25,0445 B29 459,B433207523,HFR,44,1.1,1.1,,0 445 226 053,000293,CPN2-16/2+,0 445 020 098,889A525641,313.5x8x4,292x8x4,EDC17CV44,P722V730,Yang Yue/Bian xiaoting,H1901,EMI2-1815,2011-01-21 00:00:00,2011-01-26 00:00:00,32,8.5,18.5,0,5,B-sample; nozzle definition/first firing,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,,384.0,ET-MAP,2011,2011/010,Zhang Helen,COS,FAWDE ,CA6DM2,CN4/EU4,30-101642,WORK,1/1,6,HD,1600.0,CRIN2-16,875,0.25,0445 B29 458,B433207521,HFR,44,1.1,1.1,,0 445 226 053,000293,CPN2-16/2+,0 445 020 098,889A525641,313.5x8x4,292x8x4,EDC17CV44,P722V730,Yang Yue/Bian xiaoting,H1901,EMI2-1815,2011-01-21 00:00:00,2011-01-26 00:00:00,32,8.5,18.5,0,5,B-sample; nozzle definition/first firing,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,,385.0,Filter investigation,2011,2011/011,Li Zhonghai,ESD2,Weichai ,WP7,CN4/EU4,30-101533,WORK,,6,MD,,,,,,,,0,,,,,,,,,,,,,Zhou Bin,H1901,,2011-01-27 00:00:00,2011-01-31 00:00:00,7,Error,7,0,0,LPC pressure drop verification,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,,386.0,ET-MAP,2011,2011/012,Chen Ze,ESD3,Changchai ,4F20,CN4/EU4,30-102555,WORK,2/3,4,LD,1600.0,CRI2.2,B433 204 624 / 325cm^3/30s@100bar,0.85,B 445 160 636_01,B433 204 624 ,HFR,15,no,0.85,,B 445 514 009,029505,CP1H,0 445 010 159,00218,324.3x6.35x3,236x6.35x3,EDC17C04_6.90,P723V41,Chen Ying,H1902,EMI2-1803,2011-01-31 00:00:00,2011-02-11 00:00:00,31.5,7.5,16,4,4,C-sample; engine/vehicle calibration,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,,387.0,Others,2009,2009/090,Jia wenchao,ESD2,YuChai,4FA,EU3,30-101694,,2/3,4,LD,1600.0,CRI2-16,350,0.85,B445 119 139_01,B433 203 390,HFR,15,-,0.85,,B445 514 009,029503,CP1H-16/3,0445 010 159,00230,370x6.35x3.0,180x6.35x3.0,EDC16UC40,P516_V45,Yang Yue,H1901,,2009.11.19,2009.11.20,17.5,4.5,13,0,0,"Injection current profile measurement, preparation for MFT",CRI2-16+EDC16UC40 supplied with 24VDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,,388.0,ET-MAP,2011,2011/015,Zhang Helen,COS,FAWDE ,CA6DM2,CN4/EU4,30-101642,WORK,1/2,6,HD,1600.0,CRIN2-16,950,0.25,0445 B29 465-00,B433207522,HFR,44,1.1,1.1,,0 445 226 053,000293,CPN2-16/2+,0 445 020 098,889A525641,313.5x8x4,292x8x4,EDC17CV44,P722V730,Li yongchun,H1901,EMI2-1815,2011-02-11 00:00:00,2011-02-14 00:00:00,18,4.5,13.5,0,0,B-sample; nozzle definition/first firing,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
